date,symbol,exchange,play_type,entry_condition,exit_condition,result_pct,result_label,notes,raw_text
2023-04-21,,,기타,,,,,,이런 마인드로  주말 내내 숏 홀딩하고 있음. 1월 숏 몰린 장의 반대 버전 느낌. 펀비만 하루에 100~ 200 정도씩 들어옴. 근데 포지션도 다 수익권임... (미미함) 그만큼 롱쏠림에도 불구하고 못 오르고 있단 소리 물론 내가 찢기고 시장의 유동성 공급자가 될 확률 다분함 ^_^
2023-05-18,AARK,,에드작,,,,,,"✔️ 무조건 관심가져야할 신규 선물DEX: AARK 1️⃣ GMX를 능가하는 선물DEX를 꿈꾸는 아비트럼 신규 디파이플젝 사실상 홍보도 별로 안하고 활동한지 한달약간 넘었으나 빠른 속도로 하잎이 붙는 중 2️⃣ 다양한 인플루언서들이 관심가지는 중 - 최근 하는 것마다 엄청난 수익을 올리는 DWF labs 의 쉴링 - MoonKing , defi_mochi "
2023-05-19,OKX,Upbit,기타,,,100.0,,,"[비트코인 피자데이 거래소별 이벤트 모음 - 업비트, 코인원, OKX] https://blog.naver.com/mp2015/223104794115 <업비트> - 작년처럼 0.001BTC 바로출금으로 먼저 보내는사람 선착순으로 100% 지급 - 작년 기준으로 땡 하고 바로 도전하면 거의 성공 가능했음 - 대략 3.5만원어치 비트코인(당첨여부에 상관없이 다시"
2023-05-22,AARK,,에드작,,,,,,"📹 AARK 에어드랍 작업 지뢰제거 버전. 보러가기: https://www.youtube.com/watch?v=D3J8X5DPe90 국내외 할 것 없이 에드작 가이드가 바이럴이 되고 있는 아비트럼의 선물 DEX AARK입니다. 테스트넷 + 확정에드 라 당연한 것이라고 생각하는데, 너도 나도 다 하다보니 아비트럼 고릴 네트워크 상태가 아주 똥통입니다. 이때문"
2023-05-22,AARK,,에드작,,,,,,"📹 AARK 에어드랍 작업 지뢰제거 버전. 보러가기: https://www.youtube.com/watch?v=D3J8X5DPe90 국내외 할 것 없이 에드작 가이드가 바이럴이 되고 있는 아비트럼의 선물 DEX AARK입니다. 테스트넷 + 확정에드 라 당연한 것이라고 생각하는데, 너도 나도 다 하다보니 아비트럼 고릴 네트워크 상태가 아주 똥통입니다. 이때문"
2023-05-22,AARK,,에드작,,,,,,📶 AARK 에드작 정리 GMX 상위호환이라고 주장하는 아비트럼 신규 선물 DEX인 AARK DIGITAL 해외 인플루언서 및 델파이 등이 팔로우 중이고 하잎 빠르게 붙는 중 5분 정도 걸리고 테스트넷이라 드는 비용 없음. 확정 에어드랍에 누구나 쉽게 참가할 수 있지만 가챠 요소 있으니 어쩌면 달달할지도? 🎁 리워드 $AARK 미스터리 티켓 📌 참가 방법 
2023-05-23,AARK,,에드작,,,,,,AARK 보딩패스 클레임 AARK 에드작 포인트 9만점 찍으신 분들은 지금 Galxe보상 클레임가능합니다. 유틸리티: 몇몇 달콤한(?) 보상 및 혜택 액세스 ➡️ 보상받으러가기 #AARK #Galxe #airdrop
2023-05-25,BKEX,,에드작,,,,,,"!!! bkex 추가보상 1. 350불증정금 2. BK코인 에어드랍 3. +150불 추가 클레임?? (꼼수) -> 기존 거래량 증정금 다 받고 난 뒤, 웰컴보너스 150불 추가로 받아지네요 (원래는 중복참여안됨) 🔥 BKEX 추가보상 및 누락자 피드백 운영 1. 오늘 모바일서버 업데이트로 현재 모바일앱에 네트워크 불안정에러 有 해결법: pc나 모바일데이터로"
2023-05-25,,,에드작,,,1.0,,,😎 Sei 에어드랍 등장? Sei 재단 홈페이지 에 에어드랍 버튼이 등장했네요. 아직 활성화되진 않았지만 자세한 내용이 조만간 발표될 것으로 보입니다. Sei는 총 공급량의 1%를 인센티브 테스트넷에 할당하고 초기 사용자에게 보상했다고 이야기한 바 있습니다. 또한 공동 설립자인 Jayendra Jog도 올해 2월 Sei Network 메인넷을 출시하고 몇 
2023-05-28,ABANANA,Upbit,기타,,,96.0,,,"*ABANANA* 업비트에서 바낸,빗썸과의 시세차이를 바로 확인할수 있는 킹갓 서비스 현재 데스크탑에서만 지원되며 코인들의 거래소별 거래량 및 각종정보까지 뿌려줌 크롬확장플러그인만 설치하시면 됩니다 업비트 로그인 안해도 됨 안쓰면 님 손해 https://chrome.google.com/webstore/detail/%EC%96%B4-%EB%B0%94%EB%8"
2023-05-29,KT,,에드작,,,,,,"🐱 KT 라온 시즌2 민팅 예고 및 혜택정리 ➡️ 출처: 클릭 시즌1때 혜자 민팅으로 마무리 지었던, KT의 라온이 2차 NFT 세일을 진행한다고 합니다. 메인넷은 클레이튼에서 폴리곤으로 바뀌었네요. 🎯 AMA 요약본 시즌1 홀더들 읽어 보시는거 추천 지난번처럼 대기업의 갑빠를 이용해 민팅가 이상의 혜택을 주는 것으로 보이며 , 최고 등급에는 호텔 숙박권이"
2023-06-01,,,에드작,,,,,,https://twitter.com/lookonchain/status/1663873351662866433?s=46&t=k0aqzIfo_Wzjl9HJ4uiJog 아비트럼 개발사 zk 에드작중 왤캐 웃기냐ㅋㅋ
2023-06-01,ZK,,에드작,,,,,,반성합니다. 아비트럼 만든 천둥벼락 부자도 ZK-SYNC 에드작 하는데 귀찮아서 쉬고 있었네요. 다시 하러 갑니다.
2023-06-01,,,상장분석,,,,,,"👟 율리버스 이거 돈이 상당히 되나보네요 출처: 클릭 최근 유틸리티 토큰 $ARG가 상장하여 거래가 가능하다고 하는데, $1,200를 투자하여 현재 하루 50만원 가량이 나온다고 하네요. 이미 4만달러가 넘는다고 하는데...제발 구라라고 해줘. 율리버스는 무버스와 콜라보하여 기브어웨이 이벤트를 진행했으며 리서치글을 작성했습니다. 관련글1 ㅣ 관련글2 ✈️ "
2023-06-02,WEN,,에드작,,,,,,🪂 뇌피셜로 적어보는 WEN TOKEN? 1편 최근 해외 에어드랍 전문 인플루언서들이 포스팅한 에어드랍 가이드글을 그대로 퍼와서 작성하는 사람들이 많아졌습니다. 이게 생각보다 무지성으로 따라하기 좋다는 장점이 있는 반면 너무 많은 숙제가 피아식별없이 쏟아지니깐 어지러워서 하기 싫어지는 단점이 생기곤 합니다. 특히 이게 왜 좋아보이는지? 어떻게 하면 적절한 
2023-06-03,ENS,,에드작,,,,,,"[ 에어드랍 작업이 빡세지고 있다 ] ENS : 102,822 지갑 Blur : 124,632 지갑 OP : 159,468 지갑 ARB : 575,290 지갑 ZKsync : 718,961 지갑 Layerzero : 1,828,192 지갑 과연 우리의 미래는 ...? 블로그 글 : 이제는 에어드랍 다계정을 하면 안된다. https://blog.naver.c"
2023-06-04,,,에드작,,,20.0,,,아비트럼은 300만개의 지갑에서 약 20%인 60만개의 지갑으로 에어드랍이 되었습니다. 레이어 제로의 지갑 활성 수는 현재 180만 이고 여기에 20%는 36만 입니다 우리는 상위 15% 안에 안전하게 들어야 합니다 듄에서 통계를 참고하세요. https://dune.com/cryptoded/layerzero
2023-06-05,EVM,,에드작,,,,,,"⚡️ 하바 zealy 이벤트 1차 리워드 공개 하바 EVM & BEYOND 이벤트 1차 리워드가 공개됐습니다. 상품 중 KIKI는 바닥가 8만원 넘겼다가 현재 매물이 아예 없는 상태이고, 1000HVH도 43달러 정도로 혜자롭습니다. 추첨 인원도 많으니 꼭 참여하시길 바라고, 상품에 플래닛은 아직 안 보이지만 추후 추가될 수 있으니 미리 해두는게 좋아보입니"
2023-06-05,SEI,,에드작,,,,,,"🌊 SEI, KYC 인증 받기 간단 가이드 어떤 멍청한 놈이 못찾냐구요? 저요...그래서 해보고 남깁니다. 1. 디스코드 좌측 상단에 섬네일 부분에 아래 화살표 누르기 2. 연결된 역할 눌러 Verified Seilors 누르기 3. 이후 Humanode 인증 절차에 따라 얼굴 인증하면서 안구테러 당하기 4. 인증 끝나면 KYC 완료. 봇이 아닌 사람임을 "
2023-06-05,,,에드작,,,,,,Sei : Bridge Test Event 1️⃣ 브릿지 링크 * Chrome 사용 권장 2️⃣ 지갑 연결 : Compass or Fin Wallet 사용 * 기존 사용지갑 import 권장 3️⃣ Polygon Faucet (Mumbai) / Solana Faucet (Devnet) 4️⃣ 브릿지 5️⃣ 피드백은 디스코드 에서 제출 ❤️ 에어드랍이 예상되
2023-06-05,BRC,,에드작,,,,,,- BRC-20 $USAT 토큰 에어드랍 최소한의 작업 - 츄린이의 에드작업기준 (매우매우 개인적인 생각 주의) - BRC-20에 대해서 딥하게 파보실 분들은 복지사님 디코 로 😊 📹 https://www.youtube.com/watch?v=9XoSGDaqo2Y
2023-06-07,DOSI,,에드작,,,,,,DOSI Citizen 에어드랍 이벤트 하트시그널 콜라보 시티즌 이벤트인데 800명 추첨에 도시월렛 주소만 입력하면 됨 FP 32달러 이벤트 참여 링크 ⏱ 6/16(금) 16:00 마감 #DOSI
2023-06-07,BITMAKE,,에드작,,,,,,"📕 BITMAKE 에어드랍 이벤트 🔎 두바이 왕실에서 투자를 집행한 거래소인 비트메이크(Bitmake)에서 퀴즈 이벤트를 진행합니다. 퀴즈이벤트와 함께 신규회원 가입 이벤트도 같이 진행하시면 됩니다 ✔️ 증정금의 경우, 선물 거래를 통해 수익으로 뺄수있습니다 🧸 이벤트상품 : 총 500 USDT( 선착순 100명) (매주갱신) ✅ 참여방법 1. 글림참여하러"
2023-06-29,MEXC,,에드작,,,50.0,,,"✅ izumi Finance - Woo, MEXC, 게아오등의 VC로부터 약2760만달러를 투자받은 디파이 프로젝트입니다. 자체 코인 IZI는 이미 여러 개래소에 상장되어있으며 투자받은 금액 대비 퍼포먼스는 부진했습니다. 📌최근 zksync에서 프로덕트를 출시한 이후 TVL 2위에 오르는 등 분위기 반전을 꽤하는 듯한 움직임을 보이고 있는데 어제 iPoin"
2023-06-29,OP,Gate,에드작,,,,,,여러분 모두가 1계정의 에어드랍 작업하기를 바라고있습니다. 0️⃣ Layerzero 에서 아직 스냅샷을 찍지 않았을 확률이 높다고 생각합니다.. 많은 프로젝트들이 스냅샷을 미리찍기보다 에어드랍 발표 1~2주전 스냅샷발표를 공지하게되는데 아직 StargateV2 에 대한 소식도없이 레이어제로를 출시할거라고는 생각하지않고있습니다. 많은분들이 분명히 레이어제로 
2023-06-29,NFT,,에드작,,,,,,"Holograph NFT 무료민트 0️⃣ Holograph는 LayerZero 기술을 사용하여 여러 네트워크에서 NFT 컬렉션을 생성, 브릿지 하는 플랫폼입니다. ➡️ https://app.holograph.xyz/ ➡️ 6월 28일 01:00 (KST) ( 72시간 민트가능) ➡️ 오픈에디션 ➡️ 무료 ➡️ NFT 브릿지 (matic민트 -> avax브릿"
2023-06-29,ID,,에드작,,,,,,🔸 ID 에어드랍 확인 100만 에어드랍~!! https://space.id/#
2023-06-29,,Gate,에드작,,,,,,지금 하도 클레임 많이 해서 막히는듯 보야지 에어드랍 누르시고 Delegate My Self 누르시면 됩니다.
2023-07-05,AD,,에드작,,,,,,⚡️ PsuB 에어드랍 이벤트 클레이튼 기반 페이먼트+유틸리티 토큰 PsuB 에어드랍 이벤트입니다. PsuB는 클레이스왑에 상장되어 있으며 현재가 약 80원. PsuB로 SuBPay 포인트 충전하여 페이먼트로 사용 가능하고 부동산/게임/패션 등 다양한 NFT에서 활용될 예정 홈페이지 가입이랑 글림 미션 모두 간단해서 가성비 좋다고 생각! 🎁 리워드 (총 1
2023-07-05,,,에드작,,,,,,#zksync 에어드랍 작업에 필요한 디앱들
2023-07-05,KAT,,에드작,,,,,,"KaratDAO, zkSync의 주요 프로젝트 KaratDAO는 zkSync에서 가장 큰 데이터 네트워크로 zkSync 팀에게 $800,000 규모로 지원을 받아 무섭게 하이프를 늘려가고 있습니다. $KAT 라는 토큰이 존재하며 KAT 점수에 따라 KAT 토큰 에어드랍을 받을 수 있습니다. 점수는 사용자가 ETH 및 KARAT 잔액과 그날의 총 배포 금액을"
2023-07-06,,Gate,에드작,,,,,,⚡️ 스타게이트 투표합시당 아직 에드작러들 형님들 살아계시죠..?? 오랜만에 다오투표 떳으니 투표하나씩 남겨두시져 https://snapshot.org/#/stgdao.eth/proposal/0xed5fe9d40c9e82a53c548d4458fdca91d6d26c12cc34303c205906b5e1854e29 종료일: 7월 9일
2023-07-06,BNB,Binance,상장분석,,,,,,🔹 Pendle - BNB 체인 진출 출처: 링크 BETH랑 THENA 유동성 풀 이용해서 진행한다고 합니다. THENA 언제 이리 컸어..바이낸스 상장하는 대신 BSC쪽도 확장한 것 같네요. 현재 시럽풀을 통해서 $CAKE 로 $PENDLE 캘 수 있으니 참고! *코인같이투자는 PENDLE의 KOL입니다.
2023-07-06,PERP,,에드작,,,,,,"📶 살짝 정신나간 아비트럼 PERP-DEX 에어드롭 관련한 미디엄 MEXC도 한 수 접을 1,000배 일기토 레버리지를 허용함. 잘 못들어본 VC들이 붙어 있는거 같음. 오픈베타 중이고 거래할 시 esHMX 에어드랍 있음(티어제), 돈 쓰는거 부담되면 Zealy도 있다고 함. 은근 디젠들이 팔로우하고 있어서 혹시나 싶어 공유. 아비트럼은 하이퍼 리퀴드 / "
2023-07-06,STON,,에드작,,,60.0,,,아무도 관심없는 스톤파이 팔로업 - 2 STON페어 파밍 열렸고 APR은 예상한 60%보다 높은 수치네요. 하지만 예치하면 2주 뒤에 언스테이킹 가능해서 저는 예치 안 하고 2주 안에 쇼부 볼 생각. 대신 STON 가격이 계속 오르고 있어서 에어드랍 주는 zealy 이벤트는 좀 열심히 참여해서 상위권 노려보려고 합니다. * 참고로 아래 3개 페어는 오늘인가
2023-07-06,KIKI,,에드작,,,,,,"⚡️ 하바 KIKI NFT 에어드랍 + WL 이벤트 ➡️ 구글폼 작성하러 가기: 클릭 🟠 리워드 - KIKI NFT 에어드랍 x 10 - 경쟁화리(배율 1~2) x 100 👋 그 외 정보 7월 11일 게임파이에서 민팅 예정인 하바 KIKI 에어드랍 및 WL입니다. 폴리곤 네트워크에서 민팅될 예정이고, WL는 $2 / PBL은 $3에 민팅! 현재 하바스왑에서"
2023-07-06,,,에드작,,,,,,"유니스왑 대항마이자 에어드랍이 낭낭할 것 같은 프로젝트, Ambient Finance 관련 포스팅을 썼습니다. 왜 유니스왑 대항마인지, 왜 에어드랍이 낭낭할 것 같은지 알아보시죠. 👉Ambient Finance 포스팅 보러가기"
2023-07-07,NFT,,에드작,,,,,,⏰ 코인같이투자 커뮤 내외 이벤트 모음 1️⃣ 내부 - 하바-키키 NFT 에어드랍: 클릭 - 라온-라운드랩 화장품 에어드랍: 클릭 - 라온-슈퍼워크 팩 에어드랍: 클릭 - 하바 엠베서더 셀렉션 에어드랍: 클릭 (금일 마감) 2️⃣ 외부 - 펑션엑스 에어드랍: 클릭 3️⃣ 유튜브 - LSDfi 토큰 에어드랍 공략 영상: 클릭 오늘 대감마님이 휴가를 써서 뜸할
2023-07-07,VIP,Gate,에드작,,,100.0,,,"어쩌면 꿀통, 게아오 web3 스타트업 게이트아이오에 web3 스타트업이라는 새로운 플랫폼이 생겼습니다. 기존 스타트업과 마찬가지로 무료 에어드랍인데 다른 점이 몇가지 있습니다. 1. '게아오 web3 월렛' 확장프로그램 설치해야함 2. VIP 등급 필요 없음 3. 500달러 이상부터 참여 가능 4. 많이 신청할수록 많이 할당 받음 (댓글 참고) 5. 게아"
2023-07-09,,,에드작,,,,,,정말 현실적인 의견이네요 . #에어드랍
2023-07-09,STON,,에드작,,,,,,"아무도 관심 없는 스톤파이 팔로업 - 4 스톤파이 에드작 벼락치기 정리 zealy 점수에 따라 STON 에어드랍 예정이고 한국시간으로 내일(월요일) 저녁 9시 마감. STON 가격이 상장가 대비 3배 오른 1달러에 근접하고 있어서 저는 열심히 하고 있는데, 사실 그닥 추천 안 함. * 추천하지 않는 이유 1. 30만개(약 30만달러) 할당이라고 말해놓고 갑"
2023-07-10,GNL,,에드작,,,,,,"✅ 주목해야 할 초기 프로젝트 3가지 https://blog.naver.com/kunbitt/223151891614 1.Radpie 2.GNL Protocol 3.Prisma Finance 현재 눈여겨 보고 있는 프로젝트들이고 런칭할때쯤 되면 하이프가 붙을거 같아서 미리미리 준비해서 사전채굴,화리,에드같은거 따시거나 도움이 되시라고 올려봅니다. 자세한 글을"
2023-07-10,RUSH,,에드작,,,3.0,,,"라디언트 캐피탈을 활용해 빌딩하는 Radpie 가 메인넷 런칭 전 선제적으로 dLP RUSH 캠페인을 통해 dLP 예치를 받습니다. 15일간 진행되는 dLP RUSH에 dLP를 예치한 유저에게는 Radpie의 거버넌스 토큰 RDP 토크노믹스의 3% 가 분배됩니다. Radpie에 dLP를 예치할 경우 mDLP로 전환이되며, 다시 dLP로의 인출은 불가능하므로"
2023-07-10,BNB,,에드작,,,,,,🔸 아캄에 이어 다음 했제가 되길 바라는 프로젝트 🪶 이전글 보러가기: 클릭 이것도 한 달 전에 얘기한거라 결과를 보기 전까지 얼마나 시간이 흐를지 모름.(아캄은 6개월 걸림) 다만 확실히 코인 에어드랍을 준다는 점에서 해볼만 함. BNB 체인 + NFT + AI기 때문에 AI 메타때 어째될 지 모름. Credit을 쌓아서 나중에 토큰으로 전환 해주는 방식
2023-07-10,EVENT,Bithumb,에드작,,,,,,⚡️ [EVENT] 체인아레나 시즌1 $OAS 에어드랍! 1️⃣ 체인아레나는? - IDLE RPG 형태의 블록체인 게임으로 무료 플레이 가능 - 보상으로 NFT 및 가상자산을 보상으로 획득 - 쉬운 플레이 방법과 무료 플레이로 WEB.25 표방 체인 아레나는 체인가디언즈 게임의 히어로 IP를 활용한 오아시스 체인 모바일 게임으로 체인가디언즈 계정으로도 플레
