symbol,exchange,date,listing_type,market_cap_usd,top_exchange,top_exchange_tier,deposit_krw,volume_5m_krw,volume_1m_krw,turnover_ratio,max_premium_pct,premium_at_5m_pct,supply_label,hedge_type,dex_liquidity_usd,hot_wallet_usd,network_chain,network_speed_min,withdrawal_open,airdrop_claim_rate,prev_listing_result,market_condition,result_label,result_notes
WLFI,Upbit,2025-09-01,TGE,,,,70000000000,52500000000,27000000000,0.75,20,4,smooth,cex_futures,,,Ethereum,,true,,,neutral,흥따리,트럼프디파이코인 입금700억추정 김프20%피뢰침이후4% 가스비폭등
OP,Upbit,2025-07-28,직상장,1295000000,Binance,,72000000000,65000000000,34500000000,0.9,1.5,,smooth,cex_futures,,,,,,,,neutral,보통,바이낸스메인 헷징가능 현선갭0.3% 입금720억 레인지매매전략
ENA,Upbit,2025-07-11,직상장,2070000000,Binance,,50000000000,90000000000,41500000000,1.8,2,,smooth,cex_futures,,,,,,,,neutral,보통,바이낸스메인 현선갭0.5% 입금500억 전일HYPER상장2.5배효과
MOCA,Upbit,2024-12-16,직상장,,Bybit,,85000000000,200000000000,,2.35,5,,smooth,cex_futures,,,,,,,,bull,보통,유출픽6개월만성불 입금850억추정 피뢰침김프5% 빗썸빈집대흥따리
PENGU,Upbit,,직상장,870000000,Binance,,28000000000,43000000000,22000000000,1.54,0.5,,smooth,cex_futures,,,Solana,,true,,,bull,보통,TGE후145일 입금280억 생따리0.5% 5개월룰귀양
IP,Upbit,,직상장,1845000000,Binance,,41000000000,33500000000,15000000000,0.82,0,,smooth,cex_futures,,,,,,,,neutral,망따리,입금410억모두매도세 김프제로완전실패 투자자공포심리
CKB,Upbit,2024-09-13,직상장,397000000,Bitget,,3000000000,48000000000,,16.0,400,,constrained,none,,,CKB,,false,,,neutral,대흥따리,24년초대박 MINA이후최대수치 바이낸스출금막힘 비트겟만가능
AGLD,Upbit,2024-12-13,직상장,95000000,Binance,,60000000000,100000000000,,1.67,10,10,smooth,cex_futures,,,Ethereum,,true,,,bull,흥따리,불장시리즈 주8혼자450억 입금600억 공지현물긁기50% 따리10%
PEPE,Upbit,2024-12-14,직상장,10000000000,Binance,,60000000000,230000000000,,3.83,53,53,smooth,cex_futures,,,Ethereum,,true,,,bull,대흥따리,불장시리즈 자금출처원상 고래30분묶임 실입금600억 김프53%
BONK,Upbit,2024-12-20,직상장,4000000000,Binance,,130000000000,135000000000,,1.04,3,,smooth,cex_futures,,,Solana,,true,,,bull,보통,불장파워로김프3% 입금많으면정상노김프 사토시상장후원상
MINA,Upbit,2023-10-24,옆상장,,Binance,,,,,,200,,constrained,none,,,Mina,120,false,,,neutral,대흥따리,23년초대박 자체메인넷체인터짐 입금2시간이상소요 해외대비3배상승
RENDER,Upbit,2024-12-05,옆상장,4500000000,Binance,,150000000000,155000000000,,1.03,8,8,smooth,cex_futures,,,Solana,,true,,,bull,흥따리,불장시리즈 현선갭3% 공지빔19%고점33% 렌더토큰원화데뷔
RVN,Upbit,2025-06-05,옆상장,165000000,Binance,,,38000000000,15000000000,,,,,cex_futures,,,Ravencoin,,false,,,neutral,대흥따리,고대코인기존물량2000억 1시간만에상장 빗썸견제용 체인속도느림
RED,Upbit,2025-09-05,옆상장,135000000,Gate,,10500000000,31500000000,10000000000,3.0,20,,constrained,cex_futures,,,,,,,,neutral,대흥따리,빗썸견제 20분만의상장 빈핫월렛 입금105억 김프20%이상
VTHO,Upbit,2025-01-21,옆상장,193000000,Binance,,15000000000,52000000000,,,40,,constrained,cex_futures,,,VeChain,,false,,,bull,흥따리,빗썸TRUMP견제상장 에어드랍물량850억 바이낸스출금막힘
VIRTUAL,Upbit,2025-01-31,옆상장,1310000000,Bybit,,67000000000,82000000000,,1.22,3,2,smooth,cex_futures,,,,,,,,bull,망따리,피뢰침김프3%우하향 빗썸업빗정복상장당일 상장끝물
UXLINK,Upbit,,옆상장,25000000,,,25000000000,30000000000,10000000000,,50,,constrained,none,,,,,,,,neutral,보통,초저시총원상 따리노잼이었으나2시간후폭등 이후3개월13배상승
HYPER,Upbit,2025-07-10,옆상장,27000000,Binance,,24000000000,25500000000,10000000000,,11,,constrained,cex_futures,,,,,,,,neutral,보통,초저시총원상 견제상장 노잼상장이후폭등
POKT,Upbit,2025-05-30,옆상장,25000000,Bybit,,25000000000,40000000000,7500000000,,28,,constrained,none,,,,,,,,neutral,흥따리,초저시총 헷징불가 후펌핑3배 2시간거래량4000억
WCT,Upbit,,옆상장,60000000,Binance,,,,,,,,constrained,none,,,,,,,,neutral,보통,역대4번째낮은시총상장 준TGE상장 400원시작두달후2000원고점
PUMP,Upbit,2025-09-11,옆상장,2080000000,OKX,,15000000000,28300000000,6600000000,1.89,10,4,smooth,cex_futures,,,Solana,,true,,,neutral,흥따리,솔라나체인입금느림 가두리펌 역대최악거래량 바이낸스동시상장
SOPH,Upbit,2025-05-27,TGE,160000000,DEX,,3000000000,29000000000,12000000000,9.67,140,,constrained,none,,,BSC/ETH,,false,,,neutral,대흥따리,기습적빠른거래개시 DEX대비140%초대박따리 입금30억추정 당일거래량2.2조
LPT,Upbit,2025-05-30,옆상장,217000000,Binance,,13000000000,19000000000,7500000000,1.46,20,,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,세력운전후펌핑20% 입금130억 상장열기바닥 전일거래량2.5조
ALT,Upbit,2025-06-16,옆상장,93000000,Bybit,,18000000000,30000000000,15000000000,1.67,7,0,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,1분봉김프7%힘없이사망 현선갭14% 상장열기바닥 전일거래량1.2조
RAY,Upbit,2025-06-19,옆상장,555000000,Binance,,31000000000,16000000000,8000000000,0.52,0,0,smooth,cex_futures,,,Solana,,true,,,bear,망따리,김프형성안됨 상장화력바닥 업비트역대최저거래량 점심12시상장
FORT,Bithumb,2025-06-19,직상장,38000000,Gate,,2300000000,4200000000,2500000000,1.83,15,,smooth,none,,,Ethereum,,true,,,bear,흥따리,빗썸직상장 17시30분변경 30분81억 순입금이벤트
NEWT,Upbit,2025-06-24,TGE,108000000,Binance,,11000000000,25500000000,12000000000,2.32,0,0,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,바이낸스출금일찍열림선반영 현선갭16%고점31% PreFutures적용시작
NEWT,Bithumb,2025-06-24,TGE,108000000,Binance,,,,,,,,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,현선잡으면손해 순입금이벤트소액거래이벤트
SAHARA,Upbit,2025-06-26,TGE,286000000,Binance,,20000000000,38000000000,15500000000,1.9,5,,smooth,cex_futures,,,BSC/ETH,,true,,,bear,망따리,후펌핑5% 전일거래량2.1조 업빗빗썸시간변경신경전
SAHARA,Bithumb,2025-06-26,TGE,286000000,Binance,,,,,,,,smooth,cex_futures,,,BSC/ETH,,true,,,bear,망따리,현선잡으면손해 순입금이벤트소액거래이벤트
HYPER,Bithumb,2025-07-10,옆상장,27000000,Binance,,,,,,,,constrained,cex_futures,,,,,,,,neutral,보통,빗썸업빗같은코인옆상장최초사례
SYRUP,Upbit,2025-07-24,직상장,581000000,Binance,,45000000000,85500000000,32000000000,1.9,3,2,smooth,cex_futures,,,Ethereum,,true,,,neutral,보통,피뢰침김프3%급등 전일거래량11.6조 30분2010억
OMNI,Upbit,2025-07-29,옆상장,90000000,Binance,,23000000000,57500000000,23500000000,2.5,20,,constrained,cex_futures,,,Ethereum,,true,,,neutral,흥따리,피뢰침김프20%고점30초내 30분1400억 세력운전가능성
PROVE,Upbit,2025-08-05,TGE,166000000,Binance,,23500000000,38500000000,15500000000,1.64,0,,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,피뢰침이후역프 현선갭업비트공지+13% 전일거래량2.7조
PROVE,Bithumb,2025-08-05,TGE,166000000,Binance,,4600000000,4900000000,2100000000,1.07,0,,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,업비트유사결과 전일빗썸거래량1.4조 소액거래이벤트
CYBER,Upbit,2025-08-12,옆상장,86000000,Bybit,,26000000000,35000000000,13000000000,1.35,0,,constrained,cex_futures,,,Ethereum,,false,,,bear,망따리,암살물량많음 바이낸스이더핫월렛간헐열림 전일거래량4.7조
API3,Upbit,2025-08-19,옆상장,73000000,OKX,,16000000000,64000000000,15500000000,4.0,,,constrained,cex_futures,,,Ethereum,,false,,,bear,대흥따리,적은입금+공급제한=대흥따리 전일거래량4.4조 2000원에서2800원폭등
TREE,Upbit,2025-08-28,직상장,49000000,Binance,,27500000000,45000000000,21000000000,1.64,,,smooth,cex_futures,,,Ethereum,,true,,,bear,망따리,초저시총이나바낸물량무한 KBW저녁세션 전일거래량3.6조
HOLO,Upbit,2025-09-11,TGE,174000000,DEX,,7700000000,41500000000,15000000000,5.39,52,40,constrained,none,,,Solana,,false,,,neutral,대흥따리,에드물량적음클레임고장30분 솔라나입금지연20~30분 전일거래량3.7조
AVNT,Upbit,2025-09-15,직상장,161000000,Bybit,,18000000000,20000000000,8300000000,1.11,4,0,smooth,cex_futures,,,Base,,true,,,neutral,망따리,2초피뢰침이후MM운전 전일거래량3.5조 1분거래량100억미만
ZKC,Upbit,2025-09-15,TGE,312000000,DEX,,8200000000,61000000000,15500000000,7.44,33,,constrained,none,,,Ethereum,,false,,,neutral,대흥따리,에드물량거의없음 AVNT서지영향 전일거래량3.5조
ZKC,Bithumb,2025-09-15,TGE,312000000,DEX,,2000000000,9800000000,3100000000,4.9,140,,constrained,none,,,Ethereum,,false,,,neutral,대흥따리,입금20억미만2배이상펌핑 빗썸입금시스템지연40분이상
BARD,Upbit,2025-09-18,TGE,270000000,DEX,,,,,,,,constrained,dex_futures,,,Ethereum,,true,,,bear,망따리,DEX유동성적당에입금적당들어와서망따리
BARD,Bithumb,2025-09-18,TGE,270000000,DEX,,3000000000,5400000000,2400000000,1.8,,,constrained,dex_futures,,,Ethereum,,true,,,bear,보통,피뢰침고점2200원 DEX유동성550k(BSC)+100k(ETH)
XPL,Upbit,2025-09-25,TGE,1620000000,DEX,,33000000000,70000000000,33500000000,2.12,0,,smooth,dex_futures,,,EVM,,true,,,neutral,망따리,고시총EVM메인넷 DEX유동성풍부입금빠름 전일거래량4.3조 이후폭등
MIRA,Upbit,2025-09-26,TGE,248000000,DEX,,10000000000,74000000000,27000000000,7.4,200,,constrained,cex_futures,,,Base,,false,,,neutral,대흥따리,초대흥따리200%3배 에드클레임고장 XPL전일서지부스트 바낸출금104분후오픈
MIRA,Bithumb,2025-09-26,TGE,248000000,DEX,,2500000000,,,,,,constrained,cex_futures,,,Base,,false,,,neutral,흥따리,업비트보다약함 빗썸추적18:42
OKX,Upbit,2023-05-19,TGE,,,,,,,,,,,cex_futures,,,,,,,,neutral,대흥따리,"[비트코인 피자데이 거래소별 이벤트 모음 - 업비트, 코인원, OKX] https://blog.naver.com/mp2015/223104794115 <업비트> - 작년처럼 0.001BTC 바로출금으로 먼저 보내는사람 선착순으로 100% 지급 - 작년 기준으로 땡 하고 바로 도전하면 거의 성공 가능했음 - 대략 3.5만원어치 비트코인(당첨여부에 상관없이 다시"
NAODA,Bithumb,2023-07-23,TGE,,,,,,,,,,,cex_futures,,,,,,,,neutral,망따리,"🪓 나만의 1계정 채굴기 - NAODA 편 ➢ 리스크 : 📉 ➢ 귀차니즘 : 📈 ➢ 기댓값 : 📉 NAODA는 폴리곤 체인 위에서 구동되는 게임파이 플랫폼 지망생입니다. 게임도 개발하고 있다고 해요. 언제 나올진 몰?루 챗굴, 퀴즈 등 여러 가지 미션을 클리어해서 POP를 모을 수 있으며, 이는 나중에 플랫폼에 대한 기여로 인정된다 고 말합니다. 모체인 F"
FLIPSTER,Bithumb,2025-02-28,,,,,,,,,0.5,,,cex_futures,,,,,,,,neutral,흥따리,"😘 LAYER원상시 나왔던 먹을거리 말도많고 탈도많았던 LAYER원상, 상장딜레이로 할수있는 플레이가 많았습니다 0.5%정도의 거래소간 갭도 몇번 나왔었지만 개인적으로 제일 안정적인 플레이는 BINANCE롱<->FLIPSTER숏 이었고 EV가 제일높았던 플레이는 FLIPSTER숏<->Hyperliquid롱으로 펀딩피를 털어먹는게 괜찮았다고 생각합니다 🥹 🍌"
ERC,Upbit,2025-06-29,TGE,,,,,,,,,,,cex_futures,,,,,,,,neutral,망따리,"어제 디젠가이님과 잠시 대화하며, 현재 크립토의 상황에 대해 다시 생각해보게 되었습니다. 긴 글이 될 것 같지만, 끝까지 읽어주시면 감사하겠습니다. 지금 시장 참여자들은 바이낸스, 업비트, 카이토를 통해 쏟아지는, 디젠가이님의 표현을 빌리자면 소위 “신규 TGE 토큰 컨베이어벨트 공장”에 깊은 피로감을 느끼고 있는 상황입니다. 우리가 바라는 알트장의 중심 "
BSC,Upbit,2025-08-05,,,,,,,,,,,,cex_futures,,,,,,,,neutral,보통,"타운즈 상장시 할 수 있는 방법을 몇가지 소개함 1.CEX에 따리 업,빗썸은 상장공지를 안했지만 보통 바이낸스가 먼저 상장 할 가능성이 매우 높음(2025년 8월 5일 14:30(UTC)) 저번에 칼데라 복기하면서 얻은 정보로 상황이 된다면 바이낸스에 먼저 따리를 보내는 시도해 볼 예정 그리고 바이낸스라 BSC를 지원할 예정일건데 BSC에서 긁어서 가져다가"
WLFI,Upbit,2025-09-02,DIRECT,,,,,,,,20,,smooth,cex_futures,,,,,,,,neutral,망따리,WLFI 복기를 하자면 1.EVM->SOL 갭 같은 가격을 유지하다가 서로 갭이 나더니 10~20퍼씩 차이가 나기 시작. 계속 생각은 했지만 브릿지를 못 찾아서 실패 찾아봐도 잘 안나오더라.. 2.CEX 상장따리 상장 시간 체크 후 덱스에서 긁어서 갖다 던지기만 했어도 상당한 이득을 봤을 듯. MEXC는 상장 후 약 20퍼 갭을 줬고 추후에도 계속 기회를 
FLUID,Upbit,2025-09-29,,,,,,,,,,,constrained,cex_futures,,,,,,,,neutral,대흥따리,FLUID 기출 생각(FLUID도 후펌줬음)나서 바로 업비트 보냄 맛드몽현 업비트 대흥따리로 시작하면 아발란체 dex가가 못따라와서 아발란체에서 호다닥 긁어서 브릿지보내서 업비트보내서 먹은듯
MIRA,Upbit,2025-10-04,DIRECT,,,,,,,,,,constrained,cex_futures,,,,,,,,neutral,망따리,"더블제로는 좀 무서워서 보수적으로 플레이했는데, 결과적으로 패인이었네요 리테일 물량이 거진 0이고 마음대로 운전가능한 코인이라 무서워서 그런건데, crime szn에는 그냥 대가리 깨는게 답이네요 레이디움/메테오라만 좀 돌리다가 마지막에 최고점에서 하락할때 마구마구 사지면서 커뮤니티 멤버가 되서 기도하다가 적당히 도망가고 후따리로 겨우 멘징하고 일당만 했네"
OKX,Bithumb,2025-10-29,,,,,,,,,,,,cex_futures,,,,,,,,neutral,보통,OKX 월렛 기능 중 멀티센터에 대해 설명해드림 사용법 잠금화면 풀고 - > More -> 밑으로 내리고 -> Tools 탭에서 Multisender 클릭 또는 chrome-extension://mcohilncbfahbmgdjkbpemcciiolgcge/fullscreen.html#/batch-transfer/home < 클릭 후 크롬에 주소창에 붙여넣기 
MET,Upbit,2025-11-18,,,,,,,,,1,,,cex_futures,,,,,,,,neutral,흥따리,그냥 진짜 할거없어서 이런거나 하는중 $MET binance long<>hyperliquid short 1%정도 price gap있었고 하리쪽 스프레드가 꽤 있어서 price gap(100bp)+funding gap(20bp)-스프레드(15*2bp)-수수료(10*2bp)=70bp 적당히 잡았으면 포지션 사이즈대비 50~70bp정도 나왔고(1bp=0.01%)
EVM,Upbit,2025-11-29,,,,,,,,,,,constrained,cex_futures,,,,,,,,neutral,망따리,"업비트 CEX에서 주소 화이트리스트 해둔거 무조건무조건무조건 삭제하고 어드레스 다시 넣으세요 이전 주소에 넣으면 진짜 큰일남 그냥 거의 대부분의 입금 주소가 바뀌는거라서 꼭 체크, 특히 테더 많이 옮기는 앱토스 랑 트론 주소 , EVM 주소 . 거래소 출금 절차때문에 테더 옮기는 주소 화이트리스트 해둔 분들 많을텐데, 이제 그거 누르면 인생 망하는 버튼 으"
"HOLO, TOSHI",Upbit,2025-09-17,,,,,,,,,,,,cex_futures,,,,,,,,neutral,망따리,"오늘도 업빗썸의 상장이 있었습니다
TOSHI
랑
HOLO
상장이었는데 이번에도 좋은 퍼포먼스를 보여줬네요
요 근래 원상 퍼포먼스가 너무 좋은데 이러다가 언제 한번 망따리에 교통사고 당할거 같아서 두렵네요
금일 따리는 외출 나갔다 와서 멀뚱멀뚱단 합류했다가 포모와서 후따리만 좀 해봤는데 인간지표 적립했네요
😂
노션 복기
⤵️
$TOSHI 상장 (Up/Bit)"
"FLUID, HEMI",Bithumb,2025-09-27,SIDE,,,,,,,,,,,cex_futures,,,,,,,,neutral,흥따리,"지각생의 9.23, 9.24일 원상 끄적끄적 복기입니다
FLUID가 흥따리였습니다
HEMI는 뭐 평범한 1~2퍼 띠기 따리였는데 빗썸 원상보다는 CZ meta로 인한 hemi의 상승, 바이낸스 상장 쪽을 보는게 더 도움될 것 같다는 생각입니다
크게 길게 작성할만한 내용은 없는 따리몽현들이고, KBW기간동안 지금 원상을 10개를 해서 숙제가 너무 많이 쌓였습"
"BTR, XPL, OP",Bithumb,2025-09-30,,,,,,,,,,,,cex_futures,,,,,,,,neutral,대흥따리,"어제는 대흥따리 2개가 있었네요
어제 같은 따리를 바로바로 올려야 되는데 밀린 숙제가 많아 이전 상장 2개 먼저 올리겠습니다
XPL 상장 당일날(9.25) 빗썸에서 마구잡이 상장 진행한 BTR, POPCAT 복기입니다
크게 복기할만할 거리가 있었던 상장은 아니니 결과정도만 가볍게 숙지하시면 될 것 같습니다
찬찬히 숙제 해결해나가려 했는데 경석/백영 듀오가 "
"MIRA, CUDIS, FLUID",Upbit,2025-10-03,,,,,,,,,,,constrained,cex_futures,,,,,,,,neutral,망따리,"더블제로는 좀 무서워서 보수적으로 플레이했는데, 결과적으로 패인이었네요
리테일 물량이 거진 0이고 마음대로 운전가능한 코인이라 무서워서 그런건데, crime szn에는 그냥 대가리 깨는게 답이네요
레이디움/메테오라만 좀 돌리다가 마지막에 최고점에서 하락할때 마구마구 사지면서 커뮤니티 멤버가 되서 기도하다가 적당히 도망가고 후따리로 겨우 멘징하고 일당만 했네"
"MIRA, SUPER, FF",Upbit,2025-10-05,TGE,,,,,,,,,,,cex_futures,,,,,,,,neutral,흥따리,"SOMI 복기입니다
MIRA-SUPER-FF로 업저씨들 스트레스 테스트 및 설거지 진행 후 하루간의 휴식기 이후 상장된 post-TGE 원상이었습니다
오랜만에 망따리였는데, 솜니아는 여러가지 이유로 참여안한 원상 따리입니다
피곤하기도 했고...
망따리임에도 역시 충분히 복기할 가치가 있던 따리였습니다
업비트나 빗썸이나 퍼포먼스는 비슷했습니다 (둘다 망..."
BIO,Bithumb,2025-10-24,DIRECT,,,,,,,,6,,constrained,cex_futures,,,,,,,,neutral,흥따리,"BIO
- 생따리, 현선 모두 꽤 먹여줌
- 빗썸 출금 장난질 본격적으로 시작
- 근래 상장 중 입금액이 상당히 적었던 따리 (흥따리 요인)
- 투심이 많이 죽은 상황이고 거래량도 안터져서 ""입금액""이라는 절대적인 기준이 중요해진듯
노션 복기
⤵
$BIO 상장 (Up)"
CPOOL,Bithumb,2025-10-26,SIDE,,,,,,,,,,constrained,cex_futures,,,,,,,,neutral,흥따리,"10.22 CPOOL 상장입니다
- 따리 자체는 망따리 or 겨우 본전치기 가능했습니다
솔라나쪽 가격반응이 느려서 해당 부분을 잘 캐치해서 기민하게 행동했다면 괜찮은 수익을 볼 수 있었습니다
개인적으로 근래 따리는 이런 크로스체인 먹거리/현선에 집중하고 있습니다
+) 빗썸 장난질도 여전했습니다
빗썸은 갭난다고 속지말고 꼭 헷징하거나 현선플레이만 하는걸 추천"
"BTC, ORDER, ARB",Bithumb,2025-10-27,SIDE,,,,,,,,,,,cex_futures,,,,,,,,neutral,흥따리,"ORDER
빗썸도 상장되어있었고, SUPER상장(09.29)에 btc마켓 상장햇었던 픽입니다
근래 펍덱 관련 코인들이 상장이 많이 되고 있어서 암살 심어놓으신 분들도 꽤 있었을 것 같네요
- 간만에 흥따리였습니다
후펌을 꽤 쎄게 줬는데, 옆상이기도 하고 근래 워낙 망따리 비율이 높았어서 후펌까지 버티긴 쉽지않았을 것 같네요
ORDER의 경우 체인이 워낙 많"
ENSO,Upbit,2025-10-30,,,,,,,,,6,,,cex_futures,,,,,,,,neutral,흥따리,"ENSO
오랜만에 흥따리였네요
쎄게 후펌 주는것도 괜시리 오랜만에 보는것같아요
빗썸 상장 공지 뜨고 현선0퍼대라 긁으려고 했는데 말하던 사이 업비트 빔으로 현선 바로 6퍼대 찍는거 보고 기력 떨어져서 현선 못잡았네요...
요약 → 흥따리/강한후펌/현선0퍼에잡을걸
노션 복기
⤵
$ENSO 상장 (Up/Bit)"
BTC,Upbit,2025-11-04,TGE,,,,2100000000,,,,,,,cex_futures,,,,,,,,neutral,대흥따리,"🔥
2025.11.04 모멘텀 상장·매매 요약
국내 상장
- 업비트: BTC, USDT 마켓만 상장 [
공지 18시 35분
] → 입금량 체크 못했어요.
- 빗썸: 원화 상장[
공지 19시 6분
] → 실제 입금액 약 21억 규모
HODLER 에어드랍 규모
- 이번 바낸 호들러 에어드랍 가치 약 40억 수준
- 앞으로 비슷한 신규 코인 상장 시에는
HODL"
TRUST,Upbit,2025-11-10,,,,,,,,,,,smooth,cex_futures,,,,,,,,neutral,흥따리,"TRUST
- 빗썸의 엔소 이후 대 흥 따 리
이번 trust 급으로 빗썸이 업비트 대비해 압도적으로 흥따리였던건 오랜만이네요..
맨날 빗썸 조롱했는데 보여줄땐 보여주네요
다음 빗썸 흥까지 쿨타임이 얼마나 걸릴지가 이제 제일 궁금하네요
- 후따리도 거진 무한으로 먹여줬습니다
- 초반에 빗썸 몇바퀴 먹여주고, 이후에 의문의 누군가가 국내 거래소(특히 업비트)"
MET,Upbit,2025-11-19,TGE,,,,,,,,6,,smooth,cex_futures,,,,,,,,bear,보통,"MET
거진 2주만의 원상이네요
메테오라가 그래도 TGE때 거래소 다 뚫을줄 알았는데 결국 한참 지나고서 상장하게됐네요
- 노잼따리긴 하지만, 하락장에 나름 인건비 챙겨준 따리였습니다
생따리치신분들은 전반적으로 4~6퍼정도 가져가고, 현선도 1퍼대에 잘잡았으면 4~5퍼대에 털 기회 많이 준 것 같습니다
- 업비트가 짜치게 MET2 티커로 상장해서 봇 작동안"
"ETH, PLUME",Upbit,2025-12-02,SIDE,,,,,,,,,,,cex_futures,,,,,,,,neutral,대흥따리,"PLUME
요즘 좀 게을러져서 천천히 올리고 있습니다..
업비트 입출막도 계속 보고있기도 했구요
간만에 옆상이었는데도 대흥따리였네요
여러가지로 수익볼 기회도 있었고 전반적으로 따리 공부할때 참조하면 좋을 거 같은 상장이었던 것 같아요 (거래소별 핫 모니터링, CEX간 브릿징 체킹 등등..)
- 옆상이라 기대감이 적었는데 Bybit 핫도 빨리 털리고, Bin"
